Dep_Lemma	Head_Lemma	Count
صَحِيح	مُؤَكِّد	1
صَحِيح	مُختَلِف	1
صَحِيح	مُعَادَلَة	1
صَحِيح	نَدَّد	1
صَحِيح	وَ	1
صَحِيح	وَاضِح	1
صَحِيفَة	أعود	1
صَحِيفَة	أَبرَز	5
صَحِيفَة	أَجرَى	1
صَحِيفَة	أَدلَى	1
صَحِيفَة	أَشَار	7
صَحِيفَة	أَضَاف	5
صَحِيفَة	أَفَاد	3
صَحِيفَة	أَكَّد	2
صَحِيفَة	أَمَّا	2
صَحِيفَة	أَنَّ	1
صَحِيفَة	أَورَد	3
صَحِيفَة	أَوضَح	4
صَحِيفَة	إِصدَار	2
صَحِيفَة	اِستِنَاد	1
صَحِيفَة	بَعض	1
صَحِيفَة	تَابَع	1
صَحِيفَة	تَجَاوَز	1
صَحِيفَة	تَحرِير	1
صَحِيفَة	تَحَدَّث	4
صَحِيفَة	تَصرِيح	2
صَحِيفَة	تَكَهَّن	1
صَحِيفَة	تَمّ	1
صَحِيفَة	جَاء	1
صَحِيفَة	حَدِيث	1
صَحِيفَة	حِوَار	1
صَحِيفَة	خَرَج	1
صَحِيفَة	دَعَا	2
صَحِيفَة	دَلّ	1
صَحِيفَة	دَمج	1
صَحِيفَة	ذَكَر	13
صَحِيفَة	سَعَى	1
صَحِيفَة	شَأن	1
صَحِيفَة	شَنّ	1
صَحِيفَة	صَحِيفَة	3
صَحِيفَة	صَدَر	1
صَحِيفَة	عَدَد	2
صَحِيفَة	عُنوَان	1
صَحِيفَة	قَال	13
صَحِيفَة	قَام	1
صَحِيفَة	قَتَل	1
صَحِيفَة	قَصَر	1
صَحِيفَة	قَول	3
صَحِيفَة	كبريات	2
صَحِيفَة	كَان	5
صَحِيفَة	كَتَب	2
صَحِيفَة	كَشَف	3
صَحِيفَة	لمراسل	1
صَحِيفَة	لِقَاء	1
صَحِيفَة	مانشيتات	1
صَحِيفَة	مُقَابَلَة	4
صَحِيفَة	نبأ	1
صَحِيفَة	نَسَب	1
صَحِيفَة	نَشَر	11
صَحِيفَة	نَقَل	10
صَحِيفَة	هَاجَم	1
صَحِيفَة	هَدَف	1
صَحّ	4	1
صَحّ	زَال	1
صَحّ	مَا	1
صَحّ	نعلن	1
صَحّ	وَ	1
صَدر	200	1
صَدر	إِمَام	1
صَدر	سَعَة	1
صَدر	مَدِين	1
صَدر	مَدِينَة	1
صَدر	مُحَامِي	1
صَدمَة	أَحدَث	1
صَدمَة	مَوجَة	1
صَدَارَة	أَتَى	1
صَدَارَة	جَاء	1
صَدَارَة	زَال	1
صَدَارَة	مَركَز	1
صَدَارَة	وَضَع	1
صَدَاقَة	تَأَثَّر	1
صَدَاقَة	ضَمِن	1
صَدَاقَة	عَلَاقَة	1
صَدَد	أَشَار	2
صَدَد	أَكَّد	1
صَدَد	بَحث	2
صَدَد	دَافَع	1
صَدَد	دَولَة	1
صَدَد	قَال	3
صَدَد	قَانُون	1
صَدَد	قِيَام	1
صَدَد	كَان	1
صَدَد	مُؤَسَّسَة	1
صَدَد	مُؤَكِّد	1
صَدَد	مُرَاقَبَة	1
صَدَد	هُوَ	1
صَدَد	وَاجَه	1
صَدَد	وَضَع	2
صَدَر	6.9	1
صَدَر	أشبه	1
صَدَر	أَكَّد	1
صَدَر	إِحصَاء	2
صَدَر	اِرتَدَى	1
صَدَر	اِستِنتَاج	1
صَدَر	اِلتِزَام	1
صَدَر	بَيَان	5
صَدَر	تَقرِير	3
صَدَر	حَقّ	1
صَدَر	دَعوَة	1
صَدَر	ذَكَر	1
صَدَر	قَاهِرَة	1
صَدَر	قَرَار	2
صَدَر	كَان	2
صَدَر	كَمَا	1
صَدَر	كَون	1
صَدَر	كِتَاب	1
صَدَر	مَجلِس	1
صَدَر	مَوقِف	1
صَدَر	مُتَوَقَّع	1
صَدَر	مُقَابَلَة	1
صَدَر	مِصر	1
صَدَر	مِنطَقَة	1
صَدَر	والاذون	1
صَدَر	والبيان	1
صَدَر	وموسيقى	1
صَدَر	وَ	3
صَدَم	حَاوَل	1
صَدَى	أَيّ	1
صَدَى	لَقِي	1
صَدَى	هَبّ	1
صَدِيق	أَقرَب	2
صَدِيق	إِنفَاق	2
صَدِيق	بَعض	1
صَدِيق	بَعَث	1
صَدِيق	تَخصِيص	1
صَدِيق	تَفَهَّم	1
صَدِيق	تَوَافُق	1
صَدِيق	تَوَقَّع	1
صَدِيق	رِسَالَة	1
صَدِيق	قَرِيب	2
صَدِيق	قَضَى	1
صَدِيق	لِقَاء	1
صَدِيق	وِلَايَة	1
صَدِيقَة	بَاغَت	1
صَدِيقَة	تَرَدَّد	1
صَدِيقَة	شنتشن	1
صَدِيقَة	شَقِيق	1
صَدَّام	حُسَين	1
صَدَّام	نِظَام	4
صَدَّر	أَتَاح	1
صَدَّر	أَضَاف	2
صَدَّر	أَقَام	2
صَدَّر	أُمَّة	1
صَدَّر	صِنف	2
صَدَّر	مُشِير	1
صَدَّر	مُفتَرَض	1
صَدَّر	هُنَاكَ	1
صَدَّر	هُوَ	1
صَدَّق	غَسَل	1
صَرخَة	أَطلَق	1
صَرف	تَغيِير	1
صَرف	حَدّ	1
صَرف	سُوق	14
صَرف	سِعر	47
صَرف	شَبَكَة	1
صَرف	صِنَاعَة	1
صَرف	كَهرَبَاء	2
صَرف	مَا	1
صَرف	مَاء	2
صَرف	مَحَطَّة	2
صَرف	مُنتَظَر	1
صَرف	نَوع	1
صَرف	نِظَام	2
صَرَاحَة	أَعلَن	1
صَرَاحَة	أَوضَح	1
صَرَاحَة	اِلتِزَام	1
صَرَاحَة	قَال	1
صَرَامَة	أَكثَر	1
صَرَح	وَ	1
صَرَخ	سَقَط	1
صَرَف	وَ	1
صَرِيح	اِحتَاج	1
صَرِيح	تَعَهُّد	1
صَرِيح	دَعم	1
صَرِيح	غَير	1
صَرِيح	قَول	1
صَرِيح	كُفر	1
صَرِيح	لَا	1
صَرِيح	مُوَافَقَة	1
صَرِيح	نَصّ	1
صَرَّافَة	حَلّ	1
صَرَّافَة	شَرِكَة	11
صَرَّافَة	شُعبَة	3
صَرَّافَة	عَامِل	1
صَرَّافَة	مَجَال	1
صَرَّح	اِجتَمَع	1
صَرَّح	جَعَل	1
صَرَّح	ضَرُورِيّ	1
صَرَّح	كَان	2
صَرَّح	مَا	2
صَرَّح	مُستَمِرّ	1
صَرَّح	وَ	22
صَرَّف	عَائِد	1
صَعب	اِقتِصَادِيّ	1
صَعب	اِنسَجَم	1
صَعب	بَدَا	2
صَعب	بَعض	2
صَعب	تَحَدَّث	1
صَعب	حَذَّر	1
صَعب	صَحِيح	1
صَعب	طَلَب	1
صَعب	عَلَاقَة	1
صَعب	عُملَة	5
صَعب	غَرَابَة	1
صَعب	قَال	2
صَعب	قَرَار	1
صَعب	مَأزِق	1
صَعب	مَهَمَّة	1
صَعب	مَوقِف	1
صَعب	مُشكِلَة	1
صَعب	وَ	4
صَعب	وَاجَه	1
صَعب	وَضع	1
صَعَق	كَمَا	1
صَعُب	أَصعَب	1
صَعُب	أَمر	1
صَعُب	انا	1
صَعُب	اِستَفحَل	1
صَعِد	إِنَّ	1
صَعِد	اِتَّخَذ	1
صَعِد	حَقَّق	1
صَعِد	خَرَج	1
صَعِد	صَعِد	1
صَعِد	كَان	1
صَعِد	هُوَ	2
صَعِد	وَ	1
صَعِد	وُسع	1
صَعِيد	أَقَال	1
صَعِيد	أَكَّد	1
صَعِيد	إِصلَاح	1
صَعِيد	اِتَّهَم	1
صَعِيد	اِستَهدَف	1
صَعِيد	بَدَأ	1
صَعِيد	تَبَادُل	1
صَعِيد	تَقَاسَم	1
صَعِيد	تَوَلَّى	1
صَعِيد	جَنَّب	1
صَعِيد	حَقَّق	1
صَعِيد	رَأَى	1
صَعِيد	رَائِدَة	1
صَعِيد	زَعزَعَة	1
صَعِيد	شَمَال	3
صَعِيد	عَرَض	1
صَعِيد	فَقِير	1
صَعِيد	قَريَة	1
صَعِيد	كَثِير	1
صَعِيد	لَيس	1
صَعِيد	نَشَاط	1
صَعِيد	وَزَّع	1
صَعِيدِيّ	أَكَّد	1
صَعِيدِيّ	دُكتُور	2
صَغِير	أَفضَل	1
صَغِير	بَلَد	1
صَغِير	تَنظِيم	1
صَغِير	جَامِعَة	1
صَغِير	جُزء	1
صَغِير	جِهَاز	1
صَغِير	حَافِلَة	1
صَغِير	حَاوِيَة	1
صَغِير	شَارِع	1
صَغِير	شَرِكَة	1
صَغِير	شَرِيحَة	1
صَغِير	صِنَاعَة	3
صَغِير	غَوَّاصَة	1
صَغِير	قَريَة	2
صَغِير	كَبِير	2
صَغِير	مَجمُوعَة	2
صَغِير	مَحَطَّة	2
صَغِير	مَحَلّ	1
صَغِير	مَردُود	1
صَغِير	مَسَّاحَة	1
صَغِير	مَشرُوع	2
صَغِير	مَصنَع	1
صَغِير	مَطعَم	1
صَغِير	مَكَان	1
صَغِير	مَنَح	1
صَغِير	مُتَفَائِل	1
صَغِير	مُتَوَسِّط	2
صَغِير	مُشكِلَة	1
صَغِير	مُنشَأَة	2
صَغِير	مُوَلِّد	1
صَغِير	مِنطَقَة	1
صَغِير	هُوَ	1
صَغِير	وَحدَة	1
صَفح	عِفَّة	1
صَفحَة	350	1
صَفحَة	أَبرَز	2
صَفحَة	حَمَل	1
صَفحَة	خَصَّص	1
صَفحَة	طَيّ	1
صَفحَة	قَلَب	1
صَفحَة	نَشَر	1
صَفقَة	أَعلَن	1
صَفقَة	أَنجَز	1
صَفقَة	أَوَّل	1
صَفقَة	إِبرَام	2
صَفقَة	إِتمَام	3
صَفقَة	إِشَاعَة	1
صَفقَة	إِفشَال	1
صَفقَة	إِنجَاز	1
صَفقَة	اِتِّفَاق	1
صَفقَة	اِستِيرَاد	1
صَفقَة	اِشتَرَى	1
صَفقَة	اِعتَبَر	1
صَفقَة	اِنتِهَاء	1
صَفقَة	بَند	2
صَفقَة	بَيَان	2
صَفقَة	تَجَاوَز	1
صَفقَة	تَعدِيل	1
صَفقَة	تَفَاوُض	1
صَفقَة	تَموِيل	1
صَفقَة	تَنفِيذ	1
صَفقَة	حَجم	1
صَفقَة	حُصُول	1
صَفقَة	خَسَارَة	1
صَفقَة	خِتَام	1
صَفقَة	سُرُور	1
صَفقَة	عَدَد	1
صَفقَة	عَطَاء	1
صَفقَة	عَقد	2
صَفقَة	فَشَل	1
صَفقَة	قَضَى	1
صَفقَة	قِيمَة	4
صَفقَة	كَان	1
صَفقَة	نِسبَة	1
صَفقَة	وَصَل	1
صَفَاء	عَمَّق	1
صَفَاقِس	فَرع	1
صَفَاقِس	كُلّ	1
صَفَاقِس	مَكتَب	1
صَفَاقِس	مُستَشفَى	1
صَفّ	أَبرَز	1
صَفّ	إِعَادَة	1
صَفّ	اِزدَاد	1
صَفّ	اِضطِرَاب	1
صَفّ	اِنتَشَر	1
صَفّ	اِنضَمّ	1
صَفّ	بَقَاء	1
صَفّ	تَدعِيم	1
صَفّ	زَخَر	1
صَفّ	زَرع	1
صَفّ	سَقَط	1
صَفّ	شَبّ	1
صَفّ	طَاقِم	1
صَفّ	غَاب	1
صَفّ	قَلَق	1
صَفّ	لَاقَى	1
صَفّ	لَعِب	2
صَفّ	مُقَدَّمَة	1
صَفّ	وَحدَة	2
صَقر	اِنقِسَام	1
صَقر	ضَغط	1
صَكّ	المسماة	1
صَكّ	اِستَعمَل	1
صَكّ	دَفتَر	2
صَلَابَة	تَمّ	1
صَلَابَة	قُوَّة	1
صَلَاة	أَتَى	1
صَلَاة	أُذُن	1
صَلَاة	تَجَمَّع	1
صَلَاة	خُطبَة	1
صَلَاة	شَارَك	1
صَلَاة	فَرض	1
صَلَاة	قَام	1
صَلَاة	كِتَاب	1
صَلَاة	مَنَع	1
صَلَاة	وأمّ	1
صَلَاة	يؤم	1
صَلَاحِيَّة	إِعطَاء	1
صَلَاحِيَّة	تَجدِيد	1
صَلَاحِيَّة	تَركِيبَة	1
صَلَاحِيَّة	خِلَاف	1
صَلَاحِيَّة	عَدَم	1
صَلَاحِيَّة	كَامِل	1
صَلَاحِيَّة	مَشكُوك	1
صَلَاحِيَّة	هُوَ	1
صَلُح	مَا	1
صَلِيب	مُؤَسَّسَة	1
صَلِيب	هَيئَة	1
صَلِيبِيّ	رِبَاط	1
صَلِيبِيَّة	جُزء	1
صَلَّى	رَسُول	2
صَلَّى	مُصَلَّى	1
صَلَّى	نَبِيّ	1
صَلَّى	يَهُودِيّ	1
صَمت	اِلتَزَم	3
صَمَت	تَحقِيق	1
صَمَد	أَعلَن	1
صَمَد	اِستَطَاع	1
صَمُوئِيل	محروس	1
صَمَّم	أَنهَى	1
صَمَّم	بَارَانُوف	1
صَندَاي	تلغراف	2
صَنع	اللاعودة	1
صَنع	اِستَخدَم	1
صَنع	تَامّ	1
صَنع	دَائِرَة	1
صَنع	رُوسِيّ	1
صَنع	مُشَارَكَة	1
صَنعَاء	اِتَّهَم	1
صَنعَاء	بَحَث	1
صَنعَاء	رِيَاض	1
صَنعَاء	شَهِد	1
صَنعَاء	وَصَل	1
صَنَع	أَوضَح	1
صَنَع	تَمَكَّن	1
صَنَع	زَرع	1
صَنَع	صَلَاحِيَّة	1
صَنَع	كَبسُولَة	1
صَنَع	مَا	1
صَنَع	مَجمُوعَة	1
صَنَع	مَركَز	2
صَنَع	مِنظَار	1
صَنَع	نَجَح	1
صَنَوبَر	غَابَة	1
صَنَّف	تَزَايُد	1
صَنَّف	حِزب	1
صَهيُون	حَكِيم	1
صَهيُونِيّ	حَرَكَة	1
صَهيُونِيّ	سِيَاسَة	1
صَهيُونِيّ	شَرِكَة	1
صَهيُونِيّ	عَدُوّ	2
صَهيُونِيّ	عُنصُرِيّ	1
صَهيُونِيّ	كِيَان	2
صَهيُونِيّ	لُوبِي	1
صَهيُونِيّ	مَدرَسَة	1
صَهيُونِيّ	مَسِيحِيّ	1
صَهيُونِيّ	مَسِيحِيَّة	5
صَهيُونِيّ	نَشَاط	1
صَهيُونِيَّة	أَمِيرِكَا	1
صَهيُونِيَّة	دَعَم	1
صَهيُونِيَّة	رَبَط	1
صَهيُونِيَّة	نَدوَة	1
صَوت	34.5	1
صَوت	97،29	1
صَوت	أَكَّد	1
صَوت	اِرتَفَع	1
صَوت	بَدَأ	2
صَوت	تَرَاجَع	1
صَوت	تَعَالَى	1
صَوت	تِسعَة	1
صَوت	حَاجِز	1
صَوت	خطى	1
صَوت	خَرَج	2
صَوت	رَفَع	1
صَوت	سَمِع	1
صَوت	سُرعَة	2
صَوت	صَمَت	1
صَوت	قَال	1
صَوت	كَسب	2
صَوت	مُكَبِّر	2
صَوت	مُنَظَّمَة	2
صَوت	مِائَة	1
صَوت	نِسبَة	1
صَوت	وَجَد	1
صَوتِيّ	اِتِّصَال	1
صَوغ	اِتِّفَاق	1
صَوغ	بَادَر	1
صَوغ	تَمّ	1
صَوغ	حَضّ	1
صَوغ	صَائِغ	1
صَوغ	عَقَد	1
صَوم	صَلَاة	1
صَومَعَة	مَشرُوع	2
صَون	قَانُون	2
صَوَّب	جَاء	1
صَوَّت	تَعدِيل	1
صَوَّت	مُشِير	1
صَوَّر	كَان	1
صَيحَة	أَحدَث	1
صَيد	فِلَاحَة	3
صَيد	مُمَارَسَة	1
صَيد	مِينَاء	1
صَيد	نَادِي	1
صَيرَفِيّ	خَصّ	1
صَيرَفِيّ	شُعبَة	2
صَيرَفِيّ	لدينا	1
صَيرَفِيّ	مُطَالَبَة	1
صَيرَفِيّ	مُمَثَّل	1
صَيف	أَجرَى	1
صَيف	أَقَام	1
صَيف	تأمنت	1
صَيف	قَدَّم	1
صَيف	مُتَوَقَّع	1
صَيف	نِهَايَة	1
صَيفِيّ	إِجَازَة	1
صَيفِيّ	مَقَرّ	1
صُحبَة	إِحَالَة	1
صُحُفِيّ	50	1
صُحُفِيّ	523	1
صُحُفِيّ	أَحَد	1
صُحُفِيّ	تَصرِيح	3
صُحُفِيّ	تَقرِير	1
صُحُفِيّ	تَمَكَّن	1
صُحُفِيّ	سَبق	1
صُحُفِيّ	صَرَّح	2
صُحُفِيّ	عَرَّف	1
صُحُفِيّ	فَرِيق	1
صُحُفِيّ	قَتل	1
صُحُفِيّ	كَان	1
صُحُفِيّ	مُؤتَمَر	10
صُحُفِيّ	مُصَوِّر	2
صُحُفِيّ	مُقَابَلَة	2
صُحُفِيّ	نَدوَة	3
صُحُفِيّ	نِقَابَة	2
صُحُفِيَّة	تَقرِير	1
صُدفَة	قَبِيل	2
صُدَاع	شَكل	1
صُدُور	اِنتِظَار	1
صُدُور	تَمّ	1
صُدُور	جَاء	1
صُدُور	سَنَة	1
صُدُور	ضَوء	1
صُدُور	عَدَم	1
صُدُور	عَلِق	1
صُدُور	كَان	1
صُدُور	مُعَارَضَة	1
صُدُور	مُنَاسَبَة	1
صُدُور	وَشك	1
صُدُور	وَلِي	1
صُرَاخ	أَطلَق	1
صُعُوبَة	أَدرَك	1
صُعُوبَة	أَكَّد	1
صُعُوبَة	أَيّ	1
صُعُوبَة	إِتمَام	1
صُعُوبَة	بَعض	1
صُعُوبَة	تَسلِيم	1
صُعُوبَة	تَسوِيَة	1
صُعُوبَة	تَغَلُّب	1
صُعُوبَة	جَعَل	1
صُعُوبَة	خَفَّف	1
صُعُوبَة	زَاد	1
صُعُوبَة	صَعب	1
صُعُوبَة	ظَرف	1
صُعُوبَة	عَزُوف	1
صُعُوبَة	مَوقِف	1
صُعُوبَة	وَاجَه	5
صُعُوبَة	وَضع	1
صُعُود	إِنَّ	1
صُعُود	الرسو	1
صُعُود	اِستَبعَد	2
صُعُود	اِستِمرَار	1
صُعُود	تنامي	1
صُعُود	تَحَرَّك	1
صُعُود	تَمَكَّن	1
صُعُود	حَالَة	1
صُعُود	خُرُوج	1
صُعُود	سَبِيل	1
صُعُود	عَجِز	1
صُعُود	عَدَم	1
صُعُود	عَمَلِيَّة	1
صُعُود	كَان	1
صُعُود	مَنع	1
صُعُود	مَنَع	1
صُعُود	مُرَاقَبَة	1
صُعُود	هَدَّد	1
صُعُود	يرسخ	1
صُفُوف	كَان	1
صُلب	250،1	1
صُلب	إِنتَاج	1
صُلب	حَدِيد	20
صُلب	حِزب	2
صُلب	شَرِكَة	3
صُلب	شَكَّل	1
صُلب	فَحم	1
صُلب	قِطَاع	4
صُلب	مَشرُوع	1
صُلب	مَصنَع	2
صُلب	مُرَبَّع	3
صُلب	مُسَطَّح	1
صُلب	نُفَايَة	1
صُلب	هُوَ	1
صُلح	جَلسَة	1
صُلح	مَحكَمَة	1
صُمُود	أُسلُوب	1
صُمُود	إِثبَات	1
صُمُود	إِرَادَة	1
صُمُود	اِستَطَاع	1
صُمُود	اِلتِزَام	1
صُمُود	صَبر	1
صُمُود	فِعل	1
صُمُود	قُدرَة	1
صُندُوق	أَسهَم	1
صُندُوق	أَشَار	3
صُندُوق	أَعَال	1
صُندُوق	أَعَدّ	1
صُندُوق	أَقَرّ	1
صُندُوق	أَمِين	2
صُندُوق	أَوضَح	2
صُندُوق	إِدَارَة	2
صُندُوق	إِقبَال	1
صُندُوق	إِنشَاء	2
صُندُوق	الاونروا	1
صُندُوق	اِتِّفَاق	1
صُندُوق	اِسم	1
صُندُوق	اِعتَبَر	1
صُندُوق	اِنتَصَر	1
صُندُوق	تَأسِيس	1
صُندُوق	تَحَمَّل	1
صُندُوق	تَزوِيد	1
صُندُوق	تَعَاوَن	1
صُندُوق	تَعَاوُن	1
صُندُوق	تَموِيل	1
صُندُوق	جَانِب	1
صُندُوق	حَصَل	1
صُندُوق	حُكُومَة	1
صُندُوق	حِسَاب	1
صُندُوق	حِوَار	1
صُندُوق	خَلَق	1
صُندُوق	خُطَّة	1
صُندُوق	دُخُول	1
صُندُوق	دُولَار	1
صُندُوق	رَأسمَال	1
صُندُوق	سَاعَد	1
صُندُوق	صَدَر	1
صُندُوق	عَمَل	2
صُندُوق	غَطَّى	1
صُندُوق	فَشِل	1
صُندُوق	قَدَّم	3
صُندُوق	كَثِير	1
صُندُوق	كَلَّف	1
صُندُوق	للمحافظ	1
صُندُوق	مَسؤُول	1
صُندُوق	مُدِير	2
صُندُوق	مُستَثمِر	1
صُندُوق	مُوَافَقَة	1
صُندُوق	مِظَلَّة	1
صُندُوق	نَشَر	1
صُندُوق	هُنَاكَ	1
صُندُوق	هُوَ	1
صُندُوق	وَعَد	1
صُودَا	إِضَافَة	1
صُودَا	طُنّ	1
صُودَا	نَكهَة	1
صُورَة	61	1
صُورَة	ألبوم	1
صُورَة	أَثَّر	1
صُورَة	أَرَاد	1
صُورَة	أَضفَى	1
صُورَة	أَقَام	1
صُورَة	أَلبُوم	1
صُورَة	إِقلَاع	1
صُورَة	إِلَّا	1
صُورَة	اِستَهدَف	1
صُورَة	اِستِخدَام	1
صُورَة	اِستِيرَاد	1
صُورَة	اِعتَمَد	1
صُورَة	اِنعَكَس	1
صُورَة	بَيَان	1
صُورَة	تَحسِين	2
صُورَة	تَرمِيم	1
صُورَة	تَعوِيم	1
صُورَة	تَعَاوُن	1
صُورَة	تَفرِيق	1
صُورَة	تَقيِيد	1
صُورَة	تَكوِين	1
صُورَة	تَلمِيع	1
صُورَة	تَمّ	1
صُورَة	تَنَاوَل	1
صُورَة	تَوصِيل	1
صُورَة	جَهد	1
صُورَة	حوصر	1
صُورَة	خُرُوج	1
صُورَة	رَسَم	1
صُورَة	سَيِّئ	1
صُورَة	شَرِيط	1
صُورَة	صَوت	1
صُورَة	علقت	2
صُورَة	عَاد	2
صُورَة	عَدَم	1
صُورَة	عَيَّن	1
صُورَة	عِرَاقِيّ	1
صُورَة	فِيلم	1
صُورَة	قَائِم	1
صُورَة	كَان	1
صُورَة	مرفقة	1
صُورَة	مواضيع	1
صُورَة	مَثُل	1
صُورَة	مَنح	1
صُورَة	مُشَارَكَة	2
صُورَة	مُهَاجِر	1
صُورَة	وَاجِهَة	1
صُوفِيَا	رُوسِيَا	1
صُومَال	إِرِيترِيَا	1
صُومَال	بَرلَمَان	1
صُومَال	جَزَائِر	1
صُومَال	جَنُوب	1
صُومَال	دَولَة	1
صُومَال	سَيطَرَة	1
صُومَال	شَرق	1
صُومَالِيّ	بَرلَمَان	1
صُومَالِيّ	حُكُومَة	1
صُومَالِيّ	فَصِيلَة	1
صُومَالِيّ	مَندُوب	1
صُويَا	فُول	2
صُوَرِيّ	طَلَاق	1
صِبغَة	ذَات	1
صِبَاغَة	عَمَل	1
صِبَاغَة	غَزل	1
صِحَّة	أَفضَل	1
صِحَّة	أَكَّد	2
صِحَّة	إِدَارَة	1
صِحَّة	إِسترَاتِيجِيَّة	1
صِحَّة	بَدَا	2
صِحَّة	تَأَكُّد	1
صِحَّة	تَعلِيم	1
صِحَّة	خَطِير	1
صِحَّة	خِدمَة	1
صِحَّة	دُعَاء	1
صِحَّة	دِقَّة	1
صِحَّة	رَئِيس	1
صِحَّة	زَوَاج	1
صِحَّة	سُؤَال	1
صِحَّة	شَكّ	1
صِحَّة	شَكَّك	1
صِحَّة	صِنَاعَة	2
صِحَّة	طَمأَن	1
صِحَّة	عَدَم	1
صِحَّة	عَنَى	1
صِحَّة	عُمق	1
صِحَّة	فَرض	1
صِحَّة	قِطَاع	1
صِحَّة	كَهرَبَاء	1
صِحَّة	كُلِّيَّة	1
صِحَّة	لَجنَة	4
صِحَّة	مدى	1
صِحَّة	مَجَال	2
صِحَّة	مَدَى	1
صِحَّة	مَشرُوع	1
صِحَّة	مُؤتَمَر	1
صِحَّة	مُستَوَى	1
صِحَّة	مُنَظَّمَة	4
صِحَّة	وَزِير	7
صِحَّة	وَزِيرَة	1
صِحَّة	وِزَارَة	5
صِحِّيّ	أَدَاة	1
صِحِّيّ	أَزمَة	2
صِحِّيّ	إِجرَاء	3
صِحِّيّ	العناية	1
صِحِّيّ	بَند	1
صِحِّيّ	تَغطِيَة	1
صِحِّيّ	تِجَارِيّ	1
صِحِّيّ	ثَقَافِيّ	1
صِحِّيّ	جَانِب	1
صِحِّيّ	جَمعِيَّة	1
صِحِّيّ	جِهَة	1
صِحِّيّ	حَالَة	3
صِحِّيّ	حَجر	2
صِحِّيّ	خِدمَة	1
صِحِّيّ	رِعَايَة	1
صِحِّيّ	صَرف	8
صِحِّيّ	عِلمِيّ	1
صِحِّيّ	غِذَاء	1
صِحِّيّ	قِطَاع	4
صِحِّيّ	مدينية	1
صِحِّيّ	مَجَال	3
صِحِّيّ	مَخَافَة	1
صِحِّيّ	مَسلَك	2
صِحِّيّ	مَكتَب	1
صِحِّيّ	مُؤَمَّن	1
صِحِّيّ	مُشكِلَة	1
صِحِّيّ	مُنتَجَع	1
صِحِّيّ	مُوَظَّف	1
صِحِّيّ	مِلَفّ	1
صِحِّيّ	وتغطيتها	1
صِحِّيّ	وَعكَة	4
صِحِّيَّة	وَعكَة	1
صِدق	اظن	1
صِدقِيَّة	أَعطَى	1
صِدَام	أَشعَل	1
صِدَام	أَيّ	1
صِدَام	تَجرِبَة	1
صِدَام	تَدَاعِي	2
صِدَام	عَدَد	1
صِدَام	هَدَّد	1
صِدَام	وُقُوف	1
صِدِّيق	أَتَاح	1
صِربِيَا	عَلَاقَة	1
صِربِيّ	أَرض	1
صِربِيّ	جِنسِيَّة	1
صِربِيّ	مُوَاطِن	1
صِربِيَّة	لُغَة	1
صِرف	سِعر	1
صِرف	مَطلُوب	1
صِرَاع	أُسطُورَة	1
صِرَاع	اِصطَدَم	1
صِرَاع	اِنقِسَام	1
صِرَاع	دَائِرَة	1
صِرَاع	سَاحَة	1
صِرَاع	طَرَف	1
صِرَاع	عُنف	1
صِرَاع	قَائِم	1
صِرَاع	كَان	1
صِرَاع	مِنطَقَة	1
صِغَر	مُتَنَاهِي	2
صِفر	1	1
صِفر	3	2
صِفر	7	1
صِفَة	أَبرَز	1
صِفَة	إِعطَاء	2
صِفَة	اِرتِفَاع	1
صِفَة	اِعتَرَف	1
صِفَة	اِنتَحَل	1
صِفَة	بِ	1
صِفَة	تَمَتَّع	1
صِفَة	تَوقِيع	1
صِفَة	حَمَل	1
صِفَة	خَصِيصَة	1
صِفَة	دَولَة	1
صِفَة	سَعَة	1
صِفَة	شَرِكَة	1
صِفَة	شَيخ	1
صِفَة	شُهرَة	1
صِفَة	عَرَبِيّ	1
صِفَة	عَمَل	1
صِفَة	لِقَاء	1
صِفَة	مُتَابَعَة	1
صِفَة	مُتَّهِم	1
صِفَة	مُرَاقِب	3
صِفَة	مِيزَانِيَّة	1
صِفَة	وَجَد	1
صِفَة	وَكِيل	1
صِقِلِّيّ	بَالِيرمُو	1
صِقِلِّيّ	جَزِيرَة	1
صِلَة	أَيّ	1
صِلَة	إِقَامَة	1
صِلَة	ذَات	3
صِلَة	ضُعف	1
صِلَة	عَاد	1
صِلَة	قَرَار	1
صِلَة	قَرِيب	1
صِمَام	غِيَاب	2
صِنف	اِستِضَافَة	1
صِنف	تَحَمَّل	1
صِنف	حَفَل	1
صِنف	خَصِيصَة	1
صِنف	عَامِر	1
صِنف	نَفس	1
صِنف	وَارِدَات	1
صِنَاعَة	80	1
صِنَاعَة	أَثَّر	1
صِنَاعَة	أَزمَة	2
صِنَاعَة	أَسمَنت	1
صِنَاعَة	إِدخَال	1
صِنَاعَة	إِصلَاح	1
صِنَاعَة	إِقَامَة	1
صِنَاعَة	إِلَى	1
صِنَاعَة	إِنتَاج	2
صِنَاعَة	إِنشَاء	3
صِنَاعَة	إِنقَاذ	3
صِنَاعَة	البتروكيماويات	3
صِنَاعَة	اِتِّحَاد	15
صِنَاعَة	اِحتِكَار	1
صِنَاعَة	اِستِثمَار	1
صِنَاعَة	اِستِثمَارِيّ	1
صِنَاعَة	اِقتِصَار	1
صِنَاعَة	بَرنَامَج	1
صِنَاعَة	بَعض	1
